harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
1200000000,Sleman,200,234,6,3,1300,Tak Berperabot,3,SHM - Sertifikat Hak Milik
685000000,Bantul,80,119,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
375000000,Sleman,84,146,3,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
525000000,Bantul,72,131,2,1,900,Sebagian,2,SHM - Sertifikat Hak Milik
1200000000,Bantul,200,200,3,3,1300,Tak Berperabot,3,SHM - Sertifikat Hak Milik
990000000,Sleman,163,137,4,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
675000000,Sleman,90,114,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1200000000,Bantul,1,200,3,3,1300,Tak Berperabot,3,SHM - Sertifikat Hak Milik
875000000,Sleman,56,98,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1150000000,Sleman,180,119,5,3,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1200000000,Sleman,100,140,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
2900000000,Sleman,106,213,5,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1600000000,Yogyakarta,95,124,3,1,2200,Sebagian,1,SHM - Sertifikat Hak Milik
3300000000,Sleman,214,171,3,4,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2200000000,Sleman,204,204,10,10,1300,Lengkap,1,SHM - Sertifikat Hak Milik
1500000000,Sleman,220,110,10,10,1300,Lengkap,1,SHM - Sertifikat Hak Milik
525000000,Bantul,60,88,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1650000000,Sleman,82,166,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1500000000,Sleman,130,158,5,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
689000000,Sleman,45,93,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2800000000,Sleman,106,213,5,3,0,Sebagian,2,SHM - Sertifikat Hak Milik
1100000000,Bantul,85,96,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
450000000,Yogyakarta,36,79,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1400000000,Yogyakarta,144,89,4,4,4400,Sebagian,1,SHM - Sertifikat Hak Milik
1590000000,Sleman,112,110,3,2,2200,Sebagian,2,SHGB - Hak Guna Bangunan
13500000000,Yogyakarta,970,1000,10,10,5500,Lengkap,3,SHM - Sertifikat Hak Milik
390990000,Bantul,55,78,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
470000000,Sleman,60,90,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2800000000,Sleman,106,213,5,3,0,Sebagian,2,SHM - Sertifikat Hak Milik
435004940,Bantul,45,93,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
485928700,Sleman,60,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
275000000,Bantul,36,70,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
415000000,Bantul,45,100,2,1,900,Tak Berperabot,2,SHM - Sertifikat Hak Milik
400000000,Bantul,45,88,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
390000000,Bantul,45,80,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
350000000,Bantul,50,118,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
275000000,Bantul,36,76,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
455000000,Bantul,45,147,2,1,900,Tak Berperabot,2,SHM - Sertifikat Hak Milik
380000000,Bantul,42,92,2,2,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
430000000,Bantul,60,83,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
750000000,Sleman,102,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2525000000,Sleman,162,215,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1199000000,Sleman,250,149,5,3,1300,Sebagian,1,SHM - Sertifikat Hak Milik
425000498,Bantul,60,83,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3500000000,Sleman,225,300,4,4,2200,Sebagian,2,SHM - Sertifikat Hak Milik
2700000000,Sleman,145,135,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
850000000,Sleman,110,137,4,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
11000000000,Sleman,500,1670,7,5,3500,Sebagian,10,SHM - Sertifikat Hak Milik
4000000000,Sleman,250,220,5,4,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
430000000,Bantul,45,95,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2799000000,Sleman,106,213,5,3,0,Sebagian,1,SHM - Sertifikat Hak Milik
600000000,Sleman,45,85,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
300000120,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3696000000,Sleman,120,180,3,2,1300,Tak Berperabot,2,SHGB - Hak Guna Bangunan
295000012,Sleman,36,75,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
4155000000,Sleman,140,188,4,3,2200,Tak Berperabot,2,SHGB - Hak Guna Bangunan
1600000000,Sleman,142,129,4,4,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
715000000,Sleman,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
180000000,Sleman,21,60,1,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1665000741,Yogyakarta,80,103,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
248000003,Sleman,36,79,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2524999000,Yogyakarta,162,215,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
254000093,Sleman,36,62,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1799900000,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
825009001,Bantul,60,102,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2250000000,Sleman,200,155,8,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
4000000000,Sleman,300,660,5,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1799990000,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
2500000000,Sleman,400,281,10,3,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1900000000,Sleman,125,167,4,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3000000000,Sleman,320,455,9,8,2200,Lengkap,1,SHM - Sertifikat Hak Milik
3000000000,Yogyakarta,350,440,4,4,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1799999000,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
680021000,Sleman,60,136,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
4700000000,Sleman,250,334,6,4,3500,Sebagian,3,SHGB - Hak Guna Bangunan
350021000,Sleman,50,122,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
525000000,Bantul,72,131,2,1,900,Tak Berperabot,2,SHM - Sertifikat Hak Milik
17000000000,Yogyakarta,869,2021,10,10,2200,Tak Berperabot,10,SHM - Sertifikat Hak Milik
1199000,Sleman,250,149,5,3,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1505000000,Sleman,95,139,4,3,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1700000000,Bantul,180,105,4,4,2200,Lengkap,2,SHM - Sertifikat Hak Milik
875000000,Sleman,90,145,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
4800000000,Yogyakarta,200,800,8,4,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
475000000,Sleman,55,125,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
7500000000,Yogyakarta,600,585,10,10,11000,Tak Berperabot,3,SHM - Sertifikat Hak Milik
3000000000,Sleman,225,160,4,3,7700,Sebagian,2,SHM - Sertifikat Hak Milik
1400000000,Bantul,129,132,4,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
650000000,Bantul,45,85,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
450000000,Sleman,50,100,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
690000090,Sleman,60,83,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1550000000,Sleman,95,139,4,3,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
2600000000,Sleman,250,1112,4,4,2200,Lengkap,5,SHM - Sertifikat Hak Milik
285014200,Sleman,36,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
766000000,Sleman,78,80,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
675000000,Sleman,75,138,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
950000000,Sleman,130,106,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2100000000,Sleman,100,125,4,4,2200,Sebagian,2,SHM - Sertifikat Hak Milik
3900000000,Sleman,250,325,5,5,3500,Tak Berperabot,3,SHGB - Hak Guna Bangunan
620000000,Sleman,67,94,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1590000000,Sleman,112,110,3,2,2200,Sebagian,2,SHGB - Hak Guna Bangunan
885000098,Sleman,70,100,3,2,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1450000002,Sleman,90,105,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
254009000,Sleman,36,62,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
525000000,Bantul,72,131,2,1,1300,Sebagian,2,SHM - Sertifikat Hak Milik
500000000,Sleman,70,81,2,1,1300,Sebagian,1,SHM - Sertifikat Hak Milik
625000000,Bantul,50,98,2,1,1300,Sebagian,2,SHM - Sertifikat Hak Milik
3000000000,Sleman,400,215,4,4,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
980209300,Sleman,90,100,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
676000000,Sleman,90,114,3,2,1300,Lengkap,2,SHM - Sertifikat Hak Milik
980000000,Sleman,90,100,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
685000000,Bantul,80,119,3,2,1300,Sebagian,2,SHM - Sertifikat Hak Milik
2178050000,Sleman,140,125,3,3,2200,Tak Berperabot,1,SHGB - Hak Guna Bangunan
780000000,Sleman,84,100,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
4500000000,Sleman,260,266,5,4,4400,Tak Berperabot,2,SHM - Sertifikat Hak Milik
285000010,Sleman,36,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1130000000,Sleman,100,90,4,3,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1280000000,Sleman,100,100,4,3,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
285000012,Sleman,36,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1691000000,Sleman,164,115,6,4,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
4500000000,Yogyakarta,540,418,10,8,5500,Tak Berperabot,8,SHM - Sertifikat Hak Milik
2375000000,Sleman,168,120,5,4,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
415000000,Bantul,45,80,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
414000000,Bantul,40,68,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1530000000,Sleman,95,139,4,3,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
350000000,Bantul,50,68,1,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
725000000,Sleman,55,84,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1150000000,Sleman,120,157,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
2600000000,Sleman,200,1100,3,3,2200,Tak Berperabot,3,SHM - Sertifikat Hak Milik
550000000,Bantul,50,100,2,1,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1100000000,Bantul,54,96,3,2,2200,Sebagian,1,SHM - Sertifikat Hak Milik
335000000,Bantul,42,63,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
575000000,Sleman,50,94,2,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
490000000,Bantul,45,74,2,2,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1590000000,Sleman,112,110,3,2,2200,Sebagian,2,SHGB - Hak Guna Bangunan
600000000,Sleman,40,84,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
675000000,Sleman,75,138,2,1,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1650000000,Sleman,118,87,3,3,2200,Sebagian,2,SHM - Sertifikat Hak Milik
1590000000,Sleman,112,110,3,2,2200,Sebagian,2,SHGB - Hak Guna Bangunan
950000000,Bantul,120,101,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3900000000,Yogyakarta,150,198,4,2,3500,Lengkap,2,SHM - Sertifikat Hak Milik
3900000000,Sleman,400,559,6,6,5500,Sebagian,4,SHM - Sertifikat Hak Milik
1175000000,Sleman,100,121,3,3,2200,Lengkap,2,SHM - Sertifikat Hak Milik
300000012,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
500000000,Bantul,65,99,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3481000000,Bantul,300,590,5,2,2200,Tak Berperabot,8,SHM - Sertifikat Hak Milik
300000000,Bantul,45,96,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
760000000,Bantul,150,190,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1650000000,Sleman,118,87,3,3,2200,Sebagian,2,SHM - Sertifikat Hak Milik
545000000,Sleman,50,126,2,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1850000000,Yogyakarta,200,125,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
475000000,Sleman,45,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2300000000,Sleman,250,325,9,4,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
2100000000,Sleman,100,125,4,4,2200,Sebagian,2,SHM - Sertifikat Hak Milik
1675000000,Sleman,145,121,4,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
650000000,Sleman,60,99,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
425000000,Sleman,45,91,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
375000000,Sleman,36,106,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
675000000,Bantul,50,105,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
667000000,Sleman,63,116,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
835000000,Sleman,60,120,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1450000000,Sleman,100,132,4,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
10000000000,Sleman,500,1075,10,10,3500,Sebagian,2,SHM - Sertifikat Hak Milik
1500000000,Sleman,200,125,3,3,2200,Sebagian,1,SHM - Sertifikat Hak Milik
3131250000,Bantul,195,300,4,4,3500,Sebagian,2,SHM - Sertifikat Hak Milik
1300000000,Sleman,140,90,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
700000000,Sleman,100,109,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3500000000,Sleman,300,346,5,3,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
896000000,Sleman,100,130,3,2,1300,Sebagian,2,SHM - Sertifikat Hak Milik
1350000000,Yogyakarta,125,129,3,3,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
825000000,Yogyakarta,85,99,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1200000000,Yogyakarta,87,122,3,1,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1400000000,Bantul,218,109,9,10,3500,Sebagian,2,SHM - Sertifikat Hak Milik
720000000,Yogyakarta,100,100,2,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
8199999999,Sleman,340,693,10,7,4400,Tak Berperabot,10,SHM - Sertifikat Hak Milik
1245000000,Sleman,100,121,3,3,2200,Lengkap,1,SHM - Sertifikat Hak Milik
2200000000,Sleman,230,252,6,5,2200,Tak Berperabot,3,SHM - Sertifikat Hak Milik
3950000000,Sleman,252,419,5,5,5500,Sebagian,1,SHM - Sertifikat Hak Milik
4500000000,Sleman,300,360,4,3,3500,Tak Berperabot,1,SHM - Sertifikat Hak Milik
7000000000,Sleman,350,1000,8,8,6600,Lengkap,2,SHM - Sertifikat Hak Milik
1800000000,Yogyakarta,138,138,10,4,2200,Sebagian,1,SHM - Sertifikat Hak Milik
1100000000,Sleman,85,110,3,1,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
9500000000,Yogyakarta,613,271,5,4,13200,Tak Berperabot,4,SHGB - Hak Guna Bangunan
1600000000,Sleman,250,144,5,4,2200,Tak Berperabot,3,SHM - Sertifikat Hak Milik
12900000000,Yogyakarta,725,1435,4,2,4400,Lengkap,4,SHM - Sertifikat Hak Milik
525000000,Bantul,72,131,2,1,900,Tak Berperabot,2,SHM - Sertifikat Hak Milik
2750000000,Sleman,300,141,4,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
208000000,Sleman,27,62,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
694000000,Sleman,60,84,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1590000000,Sleman,112,110,3,2,2200,Sebagian,2,SHGB - Hak Guna Bangunan
6500000000,Sleman,300,1218,5,3,3500,Tak Berperabot,3,SHM - Sertifikat Hak Milik
850000000,Yogyakarta,112,112,3,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
600000000,Sleman,40,84,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1100000000,Bantul,140,85,4,2,4400,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1450000000,Sleman,136,180,8,8,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3300000000,Sleman,380,208,5,3,2200,Sebagian,3,SHM - Sertifikat Hak Milik
675000000,Sleman,75,138,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
430000000,Sleman,40,80,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
990000000,Sleman,70,109,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
700000000,Bantul,70,75,4,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
950000000,Sleman,75,121,3,1,2200,Sebagian,1,SHM - Sertifikat Hak Milik
400000000,Sleman,40,79,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
595000210,Sleman,36,99,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
999000000,Sleman,90,104,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
399999999,Sleman,50,109,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2983300000,Sleman,181,212,10,10,6600,Tak Berperabot,5,SHM - Sertifikat Hak Milik
2983300000,Sleman,181,212,10,10,6600,Tak Berperabot,5,SHM - Sertifikat Hak Milik
2840500000,Sleman,186,212,10,10,6600,Tak Berperabot,5,SHM - Sertifikat Hak Milik
2840500000,Sleman,186,212,10,10,6600,Tak Berperabot,5,SHM - Sertifikat Hak Milik
2840500000,Sleman,186,212,10,10,6600,Tak Berperabot,5,SHM - Sertifikat Hak Milik
1800000008,Sleman,280,150,8,8,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
375000000,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
375000000,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
375000000,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
5000000,Sleman,40,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
390000000,Sleman,40,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1200000000,Sleman,222,222,3,2,2200,Sebagian,4,SHM - Sertifikat Hak Milik
750090000,Sleman,50,100,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
10000000000,Sleman,500,1075,10,10,3500,Lengkap,8,SHM - Sertifikat Hak Milik
207009000,Sleman,27,61,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
715000000,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
525000000,Bantul,60,95,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
760000000,Sleman,80,87,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
800000000,Sleman,100,107,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1100000000,Sleman,80,127,3,2,900,Tak Berperabot,2,SHM - Sertifikat Hak Milik
635000000,Sleman,80,115,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2600000000,Sleman,100,213,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
4000000001,Sleman,600,545,4,3,2200,Tak Berperabot,6,SHM - Sertifikat Hak Milik
2850000000,Sleman,181,197,5,4,2200,Sebagian,2,SHM - Sertifikat Hak Milik
3750000000,Sleman,329,329,5,5,2200,Lengkap,2,SHM - Sertifikat Hak Milik
1950000000,Sleman,135,148,3,2,2200,Lengkap,2,SHM - Sertifikat Hak Milik
1590000000,Sleman,112,110,3,2,2200,Sebagian,2,SHGB - Hak Guna Bangunan
825000000,Sleman,85,112,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
16500000000,Yogyakarta,554,684,10,10,22000,Lengkap,3,SHM - Sertifikat Hak Milik
11900000000,Sleman,1200,437,10,10,2200,Lengkap,8,SHM - Sertifikat Hak Milik
1500000000,Yogyakarta,150,239,5,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
850000000,Bantul,60,99,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1800000000,Sleman,250,165,5,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
760000000,Sleman,80,87,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1400000000,Yogyakarta,240,140,5,4,1300,Lengkap,3,SHM - Sertifikat Hak Milik
715000000,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
715000000,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1450000000,Wates,100,105,3,2,2200,Sebagian,1,SHM - Sertifikat Hak Milik
1950000000,Sleman,190,130,4,4,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1975000000,Bantul,125,220,4,3,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1700000000,Sleman,170,110,4,4,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1400000000,Sleman,180,106,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1900000000,Bantul,140,113,4,3,4400,Sebagian,1,SHM - Sertifikat Hak Milik
7500000000,Sleman,400,2700,5,6,2200,Sebagian,10,SHM - Sertifikat Hak Milik
3200000000,Sleman,225,220,8,9,2200,Sebagian,1,SHM - Sertifikat Hak Milik
790000000,Sleman,70,109,2,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2200000000,Sleman,150,184,5,3,2200,Tak Berperabot,1,SHGB - Hak Guna Bangunan
1590000000,Sleman,112,110,3,2,2200,Sebagian,2,SHGB - Hak Guna Bangunan
600000000,Sleman,40,84,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
700000000,Sleman,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1100000000,Sleman,200,92,4,3,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
715000001,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2300000000,Sleman,137,338,5,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1300000000,Sleman,200,144,4,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
410000000,Bantul,50,79,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
335000000,Bantul,40,91,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
715000000,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
715000000,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1980000000,Yogyakarta,100,71,3,3,1300,Sebagian,1,SHM - Sertifikat Hak Milik
715000001,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
715000000,Sleman,75,63,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
365000000,Bantul,60,84,5,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
350000000,Bantul,50,80,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
450000000,Bantul,65,105,2,2,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
450000000,Bantul,45,82,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
400789777,Bantul,55,79,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1780000000,Bantul,126,200,4,3,1300,Tak Berperabot,2,SHGB - Hak Guna Bangunan
429000000,Bantul,60,84,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
285001201,Sleman,36,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
435000011,Bantul,60,85,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2180000000,Sleman,110,200,4,3,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
390000000,Sleman,40,90,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1468000000,Sleman,110,133,4,3,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
465855000,Bantul,70,91,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2984600000,Sleman,184,212,10,10,6600,Tak Berperabot,6,SHM - Sertifikat Hak Milik
723000000,Sleman,75,73,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
2984670000,Sleman,184,212,10,10,6600,Tak Berperabot,10,SHM - Sertifikat Hak Milik
2420000000,Sleman,236,110,4,3,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
288000011,Kulon Progo,36,98,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3780000000,Sleman,195,390,5,6,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
440000000,Bantul,60,87,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
280000012,Sleman,36,66,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
440000001,Bantul,45,96,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
280000011,Sleman,36,66,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
439000000,Bantul,45,95,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
545000000,Sleman,60,110,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
