harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
1505000000,Sleman,95,143,4,3,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1750000000,Sleman,100,110,3,3,2200,Tak Berperabot,2,SHGB - Hak Guna Bangunan
8500000000,Sleman,420,385,10,10,4400,Lengkap,4,SHM - Sertifikat Hak Milik
594750000,Bantul,40,1200,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1875000000,Sleman,112,119,3,2,2200,Lengkap,2,SHM - Sertifikat Hak Milik
1900000000,Bantul,90,397,4,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
797000000,Sleman,85,99,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
775000000,Sleman,52,90,2,1,1300,Lengkap,2,SHM - Sertifikat Hak Milik
1800000000,Bantul,170,113,4,4,2200,Sebagian,1,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
946000000,Sleman,100,90,4,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1600000000,Sleman,90,152,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
850000000,Bantul,65,112,2,1,1300,Sebagian,1,SHM - Sertifikat Hak Milik
690000090,Sleman,60,83,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1950000000,Yogyakarta,202,180,4,4,2200,Tak Berperabot,2,SHGB - Hak Guna Bangunan
1400000000,Sleman,120,214,4,3,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
675000000,Bantul,160,82,2,2,900,Tak Berperabot,1,SHGB - Hak Guna Bangunan
1200000000,Sleman,105,110,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
14000000000,Sleman,600,970,7,6,4400,Tak Berperabot,4,SHM - Sertifikat Hak Milik
856000000,Bantul,50,108,2,1,1300,Tak Berperabot,1,SHGB - Hak Guna Bangunan
790000000,Yogyakarta,90,108,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
750000000,Sleman,138,121,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
445000000,Sleman,70,100,3,2,900,Tak Berperabot,2,SHM - Sertifikat Hak Milik
4750000000,Sleman,355,251,10,10,12700,Tak Berperabot,4,SHM - Sertifikat Hak Milik
1650000000,Yogyakarta,145,275,3,2,1300,Tak Berperabot,4,SHM - Sertifikat Hak Milik
1190000000,Sleman,180,113,4,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
600000000,Sleman,50,138,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
755000000,Sleman,71,105,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
450000000,Sleman,45,125,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1800000000,Yogyakarta,150,124,5,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
300000000,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2200000110,Sleman,80,98,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
280000000,Sleman,36,66,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
4000000000,Sleman,300,184,4,4,3500,Lengkap,2,SHGB - Hak Guna Bangunan
411000900,Yogyakarta,55,78,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
295000000,Sleman,36,75,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2000000000,Sleman,200,315,6,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
367000000,Sleman,36,74,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
285000000,Sleman,36,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
665000000,Sleman,45,105,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
429000000,Yogyakarta,60,83,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
435000000,Sleman,36,76,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
241000000,Sleman,36,77,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
430000000,Bantul,60,86,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
280000000,Sleman,36,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
425999999,Bantul,61,82,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
470777777,Sleman,60,89,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
670000000000,Sleman,70,123,3,1,1300,Sebagian,1,SHM - Sertifikat Hak Milik
690000000,Bantul,60,75,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
465000000,Bantul,36,72,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
700000000,Bantul,70,82,4,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
675000000,Bantul,50,85,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
285000000,Sleman,36,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2800000000,Sleman,1065,213,3,4,1300,Sebagian,2,SHM - Sertifikat Hak Milik
435000000,Bantul,36,72,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
380000000,Sleman,50,123,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
280000000,Sleman,36,66,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
435000000,Bantul,36,72,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
367000000,Sleman,36,73,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
435000000,Sleman,36,76,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
400000000,Bantul,45,89,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
300000000,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1110000000,Sleman,110,109,3,3,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1450000888,Sleman,250,126,10,10,2200,Sebagian,1,SHM - Sertifikat Hak Milik
745000000,Sleman,85,138,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
590000000,Sleman,70,103,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
550000000,Sleman,36,128,3,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2100000000,Bantul,180,137,4,3,2200,Lengkap,1,SHM - Sertifikat Hak Milik
900000000,Yogyakarta,50,81,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1490000000,Yogyakarta,100,110,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
750000000,Yogyakarta,70,127,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
810000000,Bantul,60,70,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
425000000,Bantul,55,82,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3599999000,Yogyakarta,256,215,4,5,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
367000000,Sleman,36,72,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1981012500,Yogyakarta,80,103,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
550000000,Sleman,70,112,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
295000000,Sleman,36,75,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
280000000,Sleman,36,66,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2300000000,Sleman,280,150,4,4,1300,Tak Berperabot,3,SHM - Sertifikat Hak Milik
1800000000,Sleman,250,188,4,4,2200,Sebagian,2,SHM - Sertifikat Hak Milik
1690000000,Sleman,80,140,4,3,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
10000000000,Sleman,500,1075,10,10,6600,Tak Berperabot,10,SHM - Sertifikat Hak Milik
1350000000,Yogyakarta,161,161,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
10000000000,Sleman,500,1075,10,10,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1800000000,Sleman,250,200,10,10,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
4000000000,Sleman,300,184,4,4,2200,Lengkap,1,SHM - Sertifikat Hak Milik
438000090,Sleman,36,100,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
367000000,Sleman,36,73,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
300000000,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
4500000000,Yogyakarta,350,418,10,8,5500,Tak Berperabot,4,SHM - Sertifikat Hak Milik
1650000000,Yogyakarta,225,150,3,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1000000000,Sleman,100,125,2,1,1300,Sebagian,1,SHM - Sertifikat Hak Milik
300000000,Sleman,36,80,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1110000071,Sleman,110,109,3,3,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1200000000,Sleman,100,172,4,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
735000058,Sleman,85,138,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
435000000,Sleman,36,76,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
200000122,Kulon Progo,30,61,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
750000000,Sleman,80,125,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3000000000,Yogyakarta,500,401,5,5,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
750000000,Sleman,73,149,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
600000000,Yogyakarta,101,101,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
15000000000,Sleman,400,265,4,4,4400,Lengkap,1,SHM - Sertifikat Hak Milik
750000000,Yogyakarta,85,93,3,2,2200,Sebagian,1,SHM - Sertifikat Hak Milik
900000000,Yogyakarta,70,95,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
575000000,Sleman,55,96,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
550000000,Sleman,95,101,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1999000000,Yogyakarta,160,130,5,4,2200,Sebagian,3,SHM - Sertifikat Hak Milik
990000000,Sleman,110,95,4,3,2200,Sebagian,1,SHM - Sertifikat Hak Milik
1590000000,Sleman,145,212,4,2,2200,Lengkap,2,SHM - Sertifikat Hak Milik
550000000,Sleman,95,101,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1620000000,Sleman,105,106,3,2,2200,Tak Berperabot,2,SHGB - Hak Guna Bangunan
700000000,Yogyakarta,75,104,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
14000000000,Sleman,600,970,7,6,4400,Sebagian,7,SHM - Sertifikat Hak Milik
630000000,Sleman,45,100,2,1,2200,Sebagian,1,SHM - Sertifikat Hak Milik
1700000000,Yogyakarta,200,285,7,3,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1500000000,Yogyakarta,110,112,5,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3500000000,Bantul,420,287,5,7,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
495000000,Bantul,72,131,2,1,900,Lengkap,2,SHM - Sertifikat Hak Milik
800000000,Yogyakarta,279,279,5,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
550000000,Sleman,95,101,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
590000000,Sleman,88,115,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
83000000,Sleman,150,150,4,4,1300,Lengkap,1,SHM - Sertifikat Hak Milik
550000000,Sleman,95,101,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
890000000,Bantul,70,98,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
4900000000,Sleman,250,275,3,2,3500,Tak Berperabot,3,SHGB - Hak Guna Bangunan
550000000,Sleman,95,101,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3750000000,Sleman,385,268,5,4,3500,Tak Berperabot,2,SHGB - Hak Guna Bangunan
999000000,Sleman,60,128,3,2,2200,Sebagian,1,SHM - Sertifikat Hak Milik
940000000,Sleman,100,104,3,2,1300,Sebagian,1,SHM - Sertifikat Hak Milik
995000000,Sleman,100,157,3,1,1300,Sebagian,2,SHM - Sertifikat Hak Milik
1300000000,Sleman,100,157,4,3,1300,Sebagian,2,SHM - Sertifikat Hak Milik
1650000000,Yogyakarta,150,400,3,2,1300,Sebagian,4,SHM - Sertifikat Hak Milik
6900000000,Sleman,228,244,5,3,11000,Tak Berperabot,2,SHGB - Hak Guna Bangunan
1500000000,Sleman,150,115,4,2,3500,Sebagian,1,SHGB - Hak Guna Bangunan
1350000000,Sleman,86,106,4,3,2200,Tak Berperabot,1,SHGB - Hak Guna Bangunan
1200000000,Sleman,83,163,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1908700153,Sleman,80,98,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
775000000,Sleman,65,103,2,1,1300,Sebagian,1,SHM - Sertifikat Hak Milik
241000000,Sleman,36,77,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
549000032,Sleman,45,90,2,1,1300,Tak Berperabot,1,SHGB - Hak Guna Bangunan
1650000000,Sleman,150,150,3,3,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
127000000000,Sleman,120,109,4,3,1300,Lengkap,1,SHM - Sertifikat Hak Milik
439000999,Bantul,60,86,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1000000089,Sleman,110,147,3,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
425000000,Bantul,45,106,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
6500000000,Sleman,264,310,4,3,4400,Lengkap,3,SHM - Sertifikat Hak Milik
1600000000,Sleman,200,674,3,3,2200,Lengkap,10,SHM - Sertifikat Hak Milik
280000000,Sleman,36,66,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
5600000000,Sleman,600,1225,5,5,6600,Sebagian,10,SHM - Sertifikat Hak Milik
800000090,Sleman,80,148,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
300000000,Sleman,36,80,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1200000000,Sleman,170,145,3,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
295000000,Sleman,36,75,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
409000000,Bantul,45,95,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
367000000,Sleman,36,74,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
241000000,Sleman,36,77,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
435000000,Sleman,36,76,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
300000000,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
665000000,Sleman,45,105,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
650000000,Sleman,129,139,5,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
285000000,Sleman,36,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
400000555,Bantul,55,78,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1500000000,Sleman,200,489,5,6,2200,Sebagian,2,SHGB - Hak Guna Bangunan
385000000,Bantul,45,83,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3950000000,Sleman,252,419,5,5,5500,Lengkap,3,SHM - Sertifikat Hak Milik
600000000,Kulon Progo,50,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1000000000,Kulon Progo,180,251,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
489999999,Sleman,36,128,3,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
185000122,Kulon Progo,30,60,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
370000000,Bantul,107,107,2,1,0,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1799000000,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
380000000,Sleman,50,125,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
700000000,Bantul,60,113,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
350000000,Bantul,45,80,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
380000000,Bantul,50,71,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
515000000,Sleman,36,91,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1350000000,Sleman,120,157,4,3,0,Sebagian,2,SHM - Sertifikat Hak Milik
2500000000,Yogyakarta,280,220,4,4,2200,Sebagian,2,SHM - Sertifikat Hak Milik
1950000000,Sleman,130,148,3,2,2200,Lengkap,2,SHM - Sertifikat Hak Milik
365000000,Bantul,40,78,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1600000000,Yogyakarta,120,156,3,3,2200,Lengkap,2,SHM - Sertifikat Hak Milik
415000000,Bantul,45,107,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
470000000,Yogyakarta,60,83,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
399000000,Bantul,45,83,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1799000000,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
425000000,Bantul,67,105,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1799000000,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
575000111,Kulon Progo,60,110,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
625000000000,Bantul,50,98,2,1,0,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1799000000,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
415000000,Sleman,40,72,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1300000000,Yogyakarta,1,150,2,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1799000000,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1150000000,Sleman,180,119,5,3,1300,Sebagian,1,SHM - Sertifikat Hak Milik
550000000,Sleman,36,128,3,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
435000000,Bantul,36,72,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
650000000,Sleman,70,98,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
980000000,Sleman,85,120,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
550000000,Sleman,95,101,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
17000000000,Yogyakarta,869,2021,10,10,2200,Sebagian,10,SHM - Sertifikat Hak Milik
1400000000,Sleman,120,214,4,3,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2200000000,Sleman,160,128,3,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
70000000,Bantul,250,200,3,3,2200,Sebagian,3,SHM - Sertifikat Hak Milik
435000000,Bantul,36,72,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
300000000,Sleman,36,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1600000000,Yogyakarta,80,143,3,2,0,Sebagian,2,SHM - Sertifikat Hak Milik
1200000000,Sleman,234,234,6,3,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
295000000,Sleman,36,75,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
450000000000,Bantul,77,106,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
450000000000,Bantul,106,45,2,1,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
3500000000,Yogyakarta,200,150,8,9,7700,Lengkap,4,SHM - Sertifikat Hak Milik
1476000111,Sleman,80,104,3,2,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
295000000,Sleman,36,80,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
800000000,Bantul,70,85,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
890000000,Bantul,70,85,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3600000000,Sleman,212,500,10,10,3500,Lengkap,9,SHM - Sertifikat Hak Milik
2100000000,Sleman,235,164,3,2,2200,Sebagian,3,SHM - Sertifikat Hak Milik
1400000000,Sleman,125,125,10,10,2200,Lengkap,2,SHM - Sertifikat Hak Milik
600000000,Sleman,70,98,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
895000000,Sleman,93,91,3,2,2200,Sebagian,2,SHM - Sertifikat Hak Milik
2200000000,Sleman,200,245,10,7,1300,Lengkap,4,SHM - Sertifikat Hak Milik
4800000000,Sleman,390,365,7,5,5500,Sebagian,3,SHM - Sertifikat Hak Milik
1500000000,Sleman,120,121,4,3,2200,Sebagian,2,SHM - Sertifikat Hak Milik
450000000,Kulon Progo,150,178,2,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
750000000,Kulon Progo,150,168,3,2,1300,Sebagian,2,SHM - Sertifikat Hak Milik
380000000,Kulon Progo,45,131,3,1,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
975000000,Sleman,80,121,3,2,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
475000000,Sleman,55,88,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1200000000,Bantul,230,284,5,3,900,Sebagian,1,SHM - Sertifikat Hak Milik
956000000,Bantul,78,82,3,2,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
402000000,Sleman,36,71,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2450000000,Yogyakarta,300,265,6,3,3500,Tak Berperabot,3,SHM - Sertifikat Hak Milik
426300000,Sleman,36,123,2,1,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
3750000000,Sleman,329,329,5,5,2200,Lengkap,1,SHM - Sertifikat Hak Milik
1300000000,Yogyakarta,150,150,2,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2600000000,Sleman,250,1112,4,4,2200,Sebagian,4,SHM - Sertifikat Hak Milik
875000000,Sleman,83,83,2,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
375000000,Sleman,84,146,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
990000000,Sleman,180,119,5,3,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1700000000,Yogyakarta,150,150,3,3,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2500000000,Yogyakarta,140,137,5,4,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
530000000,Bantul,90,127,2,2,900,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2230000000,Yogyakarta,200,200,6,4,1300,Tak Berperabot,2,SHM - Sertifikat Hak Milik
475000000,Sleman,55,88,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1800000000,Sleman,200,123,3,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
850000000,Sleman,99,122,4,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
599000000,Sleman,80,136,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
850000888,Sleman,45,112,2,1,1300,Sebagian,1,SHM - Sertifikat Hak Milik
435000000,Bantul,36,72,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
475000000,Sleman,55,88,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
3500000000,Yogyakarta,345,195,10,9,8000,Sebagian,3,SHGB - Hak Guna Bangunan
550000000,Sleman,95,101,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1150000000,Sleman,80,167,3,3,3500,Tak Berperabot,1,SHM - Sertifikat Hak Milik
467000000000,Sleman,40,79,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1800000000,Sleman,250,200,10,10,2200,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1500000000,Bantul,75,135,2,2,1300,Sebagian,1,SHM - Sertifikat Hak Milik
1900000000,Sleman,340,176,8,5,3500,Lengkap,4,SHM - Sertifikat Hak Milik
950000000,Yogyakarta,100,118,3,2,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
430000000,Bantul,45,85,2,1,0,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1505000000,Sleman,95,143,4,3,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
325000000,Sleman,45,103,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
9000000000,Sleman,850,313,10,10,7700,Sebagian,10,SHGB - Hak Guna Bangunan
12500000000,Sleman,1100,642,10,10,7700,Lengkap,10,SHM - Sertifikat Hak Milik
1700030033,Sleman,110,200,4,4,3500,Tak Berperabot,2,SHM - Sertifikat Hak Milik
10000000000,Sleman,500,1075,10,10,4400,Tak Berperabot,3,SHM - Sertifikat Hak Milik
525000000,Sleman,98,98,3,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
2500000000,Bantul,250,240,5,3,2200,Tak Berperabot,1,SHM - Sertifikat Hak Milik
890000000,Bantul,70,90,2,1,1300,Tak Berperabot,1,SHM - Sertifikat Hak Milik
