web-scraper-order,web-scraper-start-url,title,title-href,nama,harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
1686149451-1773,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-sukoharjo-ngaglik-sleman-yogyakarta-oleh-ahmad-gesit-21723615,Sukoharjo Ngaglik Sleman Yogyakarta,"Rp 2,5 M","Losari Sukoharjo Ngaglik Sleman, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,198 m²,4 tidur,4 mandi,2200 Watt,Lengkap,3,SHM - Sertifikat Hak Milik
1686149454-1774,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-jodag-sumberadi-mlati-sleman-yogyakarta-oleh-priyo-kurniawan-21450600,Jodag Sumberadi Mlati Sleman Yogyakarta,Rp 774 jt,"Jodag Sumberadi Sleman, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",75 m²,111 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149457-1775,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-jogja-dijual-akses-jalan-aspal-shm-oleh-lenny-liem-21724714,"Rumah Jogja, Dijual, Akses Jalan Aspal, SHM","Rp 1,2 M","Gedongkiwo, Mantrijeron, Yogyakarta, Mantrijeron, Yogyakarta, DI Yogyakarta Jelajahi di Peta",228 m²,228 m²,2 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149461-1776,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-jual-di-purwomartani-sleman-yogyakarta-oleh-irmasari-priyanto-21351842,Rumah jual di purwomartani sleman yogyakarta,Rp 760 jt,"Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",80 m²,87 m²,5 tidur,2 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149464-1777,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-jalan-kaki-saja-ke-kampus-isi-kos-dan-rumah-induk-oleh-rully-habibi-wardiana-21451941,Jalan Kaki Saja ke Kampus ISI..kos dan rumah induk,"Rp 3,3 M","Dekat Kampus ISI Jogja, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",600 m²,390 m²,10 tidur,10 mandi,4400 Watt,,1,SHM - Sertifikat Hak Milik
1686149468-1778,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-dekat-ugm-rumah-istimewa-dan-murah-banget-oleh-rully-habibi-wardiana-21453096,Dekat UGM..Rumah istimewa dan Murah Banget,"Rp 1,5 M","Dekat Hotel Hyat dan Kampus UGM, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",240 m²,120 m²,5 tidur,3 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149471-1779,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-murah-banget-tanahnya-luas-di-jogja-oleh-rully-habibi-wardiana-21563695,Rumah Murah Banget..Tanahnya Luas di Jogja,Rp 585 jt,"Jalan magelang, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",50 m²,183 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149474-1780,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-murah-tanahnya-luas-dekat-uii-oleh-rully-habibi-wardiana-21628323,Rumah Murah..Tanahnya Luas Dekat Uii,Rp 585 jt,"Jalan kaliurang km 13, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",80 m²,130 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149481-1781,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-cantik-dan-murah-di-jalan-bugisan-oleh-uut-21724790,DI JUAL RUMAH CANTIK DAN MURAH DI JALAN BUGISAN,"Rp 1,4 M","JALAN BUGISAN, Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",138 m²,200 m²,4 tidur,3 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686149485-1782,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-hook-mewah-siap-huni-shm-oleh-lenny-liem-21724793,"Dijual Rumah Hook Mewah Siap Huni, SHM","Rp 1,6 M","Nogotirto, Gamping, Sleman, Yoyakarta, Gamping, Sleman, DI Yogyakarta Jelajahi di Peta",250 m²,144 m²,5 tidur,4 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149488-1783,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-rumah-idaman-jogja-barat-rs-puri-husada-palagan-yogyakarta-oleh-wiedi-21723541,Rumah Idaman Jogja Barat RS Puri Husada Palagan Yogyakarta,Rp 570 jt,"Pandowoharjo Sleman Jogja, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",70 m²,122 m²,3 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149492-1784,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-5-menit-kampus-uii-siap-huni-oleh-lenny-liem-21724829,"Rumah Dijual, 5 Menit Kampus Uii, Siap Huni",Rp 10 M,"Bulus I, Candibinangun, Pakem, Sleman, Yogyakarta, Pakem, Sleman, DI Yogyakarta Jelajahi di Peta",1000 m²,"1,257 m²",6 tidur,5 mandi,2200 Watt,Tak Berperabot,8,SHM - Sertifikat Hak Milik
1686149496-1785,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-penuh-berkah-di-perumahan-fortuna-asri-legalitas-shm-imb-oleh-marshella-liem-21724857,"Dijual Rumah Penuh Berkah di Perumahan Fortuna Asri, Legalitas SHM IMB","Rp 1,5 M","Minomartani,Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,135 m²,5 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149500-1786,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-sidoarum-godean-sleman-yogyakarta-oleh-ahmad-rif-an-21724876,Sidoarum Godean Sleman Yogyakarta,Rp 745 jt,"Jalan Raya Godean km 7 Sleman, Godean, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,130 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149504-1787,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-daerah-wirobrajan-jogja-barat-jolie-oleh-marshella-liem-21724888,"Rumah Dijual, Daerah Wirobrajan Jogja, Barat Jolie","Rp 1,35 M","Jl. Arjuna No.38, Wirobrajan, Yogyakarta, Wirobrajan, Yogyakarta, DI Yogyakarta Jelajahi di Peta",161 m²,161 m²,3 tidur,1 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149508-1788,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-casa-illona-sedayu-oleh-vais-al-qorni-20589587,Casa Illona Sedayu,450,"Jl Wates km 9, Hanya 150m dari Jl Raya, Sedayu, Bantul, DI Yogyakarta Jelajahi di Peta",106 m²,77 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149512-1789,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-orizya-village-kaliurang-2-oleh-vais-al-qorni-21666434,Orizya Village Kaliurang 2,"Rp 1,625 M","Jl Terung, Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",120 m²,144 m²,4 tidur,4 mandi,3500 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
1686149515-1790,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-icl-kaliurang-oleh-vais-al-qorni-20852135,ICL Kaliurang,"Rp 1,975 M","Jl Kaliurang Km 6, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",130 m²,123 m²,4 tidur,3 mandi,3500 Watt,Lengkap,2,SHM - Sertifikat Hak Milik
1686149519-1791,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-rumah-modern-desain-apik-ditimur-jl-magelang-oleh-hanan-21724924,Rumah Modern Desain Apik ditimur Jl Magelang,"Rp 414,55 jt","Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,115 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149522-1792,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-rumah-cantik-free-custom-depan-amplaz-janti-jogja-oleh-anto-21643744,RUMAH CANTIK FREE CUSTOM DEPAN AMPLAZ JANTI JOGJA,"Rp 1,1 M","Janti, Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",90 m²,96 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149526-1793,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-murah-rumah-2-lantai-500-jutaan-dekat-jogja-kota-oleh-anto-21631244,MURAH RUMAH 2 LANTAI 500 JUTAAN DEKAT JOGJA KOTA,Rp 590 jt,"Jalan Wates KM 9, Sedayu, Bantul, DI Yogyakarta Jelajahi di Peta",75 m²,72 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149529-1794,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-miliki-hunian-bagaikan-resort-di-bantul-view-sawah-oleh-anto-21637167,MILIKI HUNIAN BAGAIKAN RESORT DI BANTUL VIEW SAWAH,"Rp 3,2 M","Kasihan, Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",195 m²,281 m²,4 tidur,4 mandi,3500 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149533-1795,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-dan-tanah-lokasi-dekat-jogja-bay-oleh-marshella-liem-21724936,"Dijual Rumah dan Tanah, Lokasi Dekat Jogja Bay",Rp 975 jt,"Jl.Plosokuning 4, Ngaglik, Minomartani, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",250 m²,311 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149537-1796,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-rumah-baru-jogja-dekat-kampus-uii-jogja-harga-spesial-oleh-opink-noviani-21724999,"Rumah Baru Jogja, Dekat Kampus UII Jogja, Harga Spesial!","Rp 1,45 M","Jl Kaliurang km 11, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",90 m²,105 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149540-1797,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-barat-pasar-cebongan-lokasi-strategis-oleh-marshella-liem-21724997,"Rumah Dijual, Barat Pasar Cebongan, Lokasi Strategis",Rp 450 jt,"Jingin, Margomulyo, Seyegan, Sleman,Yogyakarta, Seyegan, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,100 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149544-1798,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-sangat-strategis-dekat-kampus-ugm-cocok-buat-hunian-oleh-marshella-liem-21725025,"Rumah Dijual, Sangat Strategis dekat Kampus UGM, Cocok Buat Hunian","Rp 1,3 M","Purwosari, Sinduadi, Mlati, Sleman, Yogyakarta, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",120 m²,134 m²,3 tidur,1 mandi,2200 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
1686149548-1799,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-rumah-jogja-cantik-strategis-siap-huni-shm-oleh-opink-noviani-21725034,"Rumah Jogja Cantik, Strategis Siap Huni, SHM","Rp 1,9 M","Jl Bakungan, Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",240 m²,140 m²,4 tidur,4 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149553-1800,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/111,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-400-jutaan-5-menit-dari-balong-waterpark-oleh-anto-21442710,DIJUAL RUMAH 400 JUTAAN 5 MENIT DARI BALONG WATERPARK,Rp 400 jt,"Jambidan, Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,90 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149559-1801,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-modern-siap-bangun-di-jl-berbah-kalasan-415-jt-oleh-hanan-21725047,Rumah Modern Siap Bangun di Jl Berbah- Kalasan 415 Jt,"Rp 415,9002 jt","Berbah, Sleman, DI Yogyakarta Jelajahi di Peta",40 m²,72 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149563-1802,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-jogja-kondisi-bagus-mewah-elegant-shm-oleh-marshella-liem-21725059,"Di Jual Rumah Jogja, Kondisi Bagus Mewah Elegant, SHM","Rp 3,5 M","Pogung Baru, Sinduadi, Mlati, Sleman, Yogyakarta, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",356 m²,261 m²,6 tidur,6 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149566-1803,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-dijual-murah-rumah-samping-balaikota-jogja-lokasi-dekat-jl-kusumanegara-oleh-marshella-liem-21725092,"Dijual Murah Rumah Samping Balaikota Jogja, Lokasi Dekat Jl. Kusumanegara","Rp 1,3 M","Muja Muju, Umbulharjo,Yogyakarta, Umbulharjo, Yogyakarta, DI Yogyakarta Jelajahi di Peta",150 m²,150 m²,2 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149570-1804,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-di-wirokerten-bantul-kpr-nego-sampai-deal-oleh-reza-erlinda-21724582,Rumah Dijual Jogja Di Wirokerten Bantul.KPR & Nego Sampai Deal !!,Rp 500 jt,"Wirokerten Banguntapan Bantul Jogjakarta, Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",46 m²,75 m²,2 tidur,2 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686149573-1805,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-jual-rumah-pakem-jogja-cocok-untuk-hunian-pribadi-oleh-marshella-liem-21725157,"Jual Rumah Pakem Jogja, Cocok untuk Hunian Pribadi","Rp 2,6 M","Harjobinangun, Pakem, Sleman, Yogyakarta, Pakem, Sleman, DI Yogyakarta Jelajahi di Peta",250 m²,"1,112 m²",4 tidur,4 mandi,2200 Watt,Sebagian,4,SHM - Sertifikat Hak Milik
1686149577-1806,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-dkt-jln-palagan-kpr-nego-sampai-deal-bu-oleh-reza-erlinda-21725215,Rumah Dijual Jogja Dkt Jln Palagan.KPR & Nego Sampai Deal BU !!,"Rp 2,1 M","Sariharjo Ngaglik Sleman Jogjakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",140 m²,100 m²,3 tidur,3 mandi,2200 Watt,,2,SHM - Sertifikat Hak Milik
1686149580-1807,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-nglebeng-margorejo-tempel-sleman-yogyakarta-oleh-hanan-21725251,"Nglebeng, Margorejo,  Tempel, Sleman, Yogyakarta","Rp 414,5 jt","Tempel, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,115 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149584-1808,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-shm-lokasi-kaliurang-km-6-5-oleh-marshella-liem-21725220,"Di jual Rumah, SHM, Lokasi Kaliurang Km 6,5","Rp 3,2 M","Sedan, Sariharjo, Ngaglik, Sleman, Yogyakarta, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",170 m²,322 m²,4 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149588-1809,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-ruko-d%C3%ACjual-condongcatur-sleman-gerceep-nego-sampai-deal-bu-oleh-reza-erlinda-21725241,Rumah & Ruko Dìjual Condongcatur Sleman.Gerceep Nego Sampai Deal BU !!,"Rp 5,5 M","Condongcatur Depok Sleman jogjakarta, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",650 m²,485 m²,4 tidur,7 mandi,9500 Watt,,3,SHM - Sertifikat Hak Milik
1686149592-1810,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-scandinavian-ditimur-candi-prambanan-500-jt-an-oleh-hanan-21725291,Rumah Scandinavian ditimur Candi Prambanan 500 Jt-an,"Rp 562,0001 jt","Prambanan, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,90 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149595-1811,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-lokasi-perum-mega-asri-regency-oleh-marshella-liem-21725303,"Dijual Rumah Mewah, Lokasi Perum Mega Asri Regency","Rp 3,75 M","Dayakan, Sardonoharjo, Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",329 m²,329 m²,5 tidur,5 mandi,2200 Watt,Lengkap,1,SHM - Sertifikat Hak Milik
1686149599-1812,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-cantik-hook-shm-lokasi-dekat-sleman-city-hall-oleh-marshella-liem-21725335,"Dijual Cepat Rumah Cantik, Hook, SHM, Lokasi Dekat Sleman City Hall","Rp 1,15 M","Donoharjo, Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",180 m²,119 m²,5 tidur,3 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149602-1813,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dijual-dekat-kampus-unisa-oleh-marshella-liem-21725375,Rumah Siap Huni Dijual. Dekat Kampus UNISA,"Rp 1,2 M","Nogotirto, Gamping, Sleman, Yogyakarta, Gamping, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,140 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149606-1814,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-eksklusif-2-lantai-dekat-lapangan-denggung-sleman-oleh-hanan-21725368,Rumah Eksklusif 2 Lantai dekat Lapangan Denggung Sleman,"Rp 965,0028 jt","Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,100 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149610-1815,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dlm-perum-sedayu-bantul-kpr-furnished-buruaan-oleh-reza-erlinda-21725383,Rumah Dijual Dlm Perum Sedayu Bantul.KPR & Furnished Buruaan !!,Rp 240 jt,"Argodadi Sedayu Bantul Jogjakarta, Sedayu, Bantul, DI Yogyakarta Jelajahi di Peta",50 m²,75 m²,2 tidur,2 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686149613-1816,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-griya-mlati-indah-diyogyakarta-oleh-arina-21717791,Griya Mlati indah diyogyakarta,"Rp 1,32 M","Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",110 m²,103 m²,4 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149617-1817,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-shm-lokasi-perum-tiara-pratama-kayen-oleh-marshella-liem-21725416,"Rumah Minimalis, SHM, Lokasi Perum Tiara Pratama Kayen",Rp 725 jt,"Kayen, Condongcatur, Depok, Sleman Yogyakarta, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",55 m²,84 m²,2 tidur,1 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149621-1818,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-dengan-kolam-renang-dekat-pusat-kota-yogyakarta-oleh-amil-21494839,RUMAH MEWAH DENGAN KOLAM RENANG DEKAT PUSAT KOTA YOGYAKARTA,Rp 795 jt,"JALAN GODEAN, Tegalrejo, Yogyakarta, DI Yogyakarta Jelajahi di Peta",65 m²,103 m²,2 tidur,2 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149625-1819,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-termurah-300-jutaan-di-sch-jogja-oleh-amil-21592842,Rumah termurah 300 jutaan di SCH Jogja,Rp 399 jt,"Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,100 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149629-1820,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/110,,https://www.rumah.com/listing-properti/dijual-rumah-banyak-bonus-di-janti-dekat-ambarrukmo-plaza-oleh-amil-21502953,RUMAH BANYAK BONUS DI JANTI DEKAT AMBARRUKMO PLAZA,"Rp 1,1 M","Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",85 m²,96 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149636-1821,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/109,,https://www.rumah.com/listing-properti/dijual-rumahdijual-tepi-jalan-prambanan-gaya-mezzanine-oleh-amil-21725473,Rumahdijual tepi jalan Prambanan gaya mezzanine,Rp 551 jt,"jl candi prambanan, Prambanan, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,87 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149640-1822,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/109,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dlm-perum-sedayu-bantul-kpr-furnished-buruaaan-oleh-linda-21725495,Rumah Dijual Dlm Perum Sedayu Bantul.KPR & Furnished Buruaaan !!,Rp 240 jt,"Argodadi Sedayu Bantul Yogyakarta, Sedayu, Bantul, DI Yogyakarta Jelajahi di Peta",76 m²,50 m²,2 tidur,2 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686149644-1823,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/109,,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dalam-perumahan-dekat-ringroad-jombor-jogja-oleh-mualifin-21725511,Rumah Siap Huni Dalam Perumahan Dekat Ringroad Jombor Jogja,"Rp 1,35 M","Sendangadi, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",150 m²,129 m²,4 tidur,2 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149647-1824,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/109,,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-siap-huni-di-jalan-damai-sleman-yogyakarta-oleh-mualifin-21725513,Rumah 2 Lantai Siap Huni Di Jalan Damai Sleman Yogyakarta,"Rp 2,213 M","Sinduharjo, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",140 m²,129 m²,3 tidur,2 mandi,2200 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
